pair,direction,entry,sl,tp,risk_amt,risk_pct,volume,result,exit_price,exit_time,pnl,balance,reason,score,regime,trigger,_bar_idx,exit_time_dt,month
USD/JPY,BUY,151.633,151.003,151.90385,2271.85,2.0,1.58,be,151.633,2024-04-02 12:00:00,0.0,113592.36,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2012,2024-04-02 12:00:00,2024-04
USD/JPY,BUY,154.639,151.571,155.08579,2271.85,2.0,0.33,be,154.639,2024-04-19 00:00:00,0.0,113592.36,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2089,2024-04-19 00:00:00,2024-04
USD/JPY,BUY,154.767,152.589,155.0455,2271.85,2.0,0.46,be,154.767,2024-04-23 08:00:00,0.0,113592.36,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2104,2024-04-23 08:00:00,2024-04
USD/JPY,BUY,154.581,152.589,155.12135,2271.85,2.0,0.5,be,154.581,2024-04-23 12:00:00,0.0,113592.36,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2105,2024-04-23 12:00:00,2024-04
USD/JPY,BUY,154.837,152.589,155.10769,2271.85,2.0,0.44,be,154.837,2024-04-23 20:00:00,0.0,113592.36,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2107,2024-04-23 20:00:00,2024-04
USD/JPY,BUY,154.935,153.587,155.20112,2271.85,2.0,0.74,win,155.20112,2024-04-24 16:00:00,448.5,114040.86,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2112,2024-04-24 16:00:00,2024-04
USD/JPY,BUY,156.419,153.413,156.80812,2280.82,2.0,0.33,be,156.419,2024-05-15 00:00:00,0.0,114040.86,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2201,2024-05-15 00:00:00,2024-05
USD/JPY,BUY,155.742,153.413,156.40857,2280.82,2.0,0.43,be,155.742,2024-05-15 16:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2205,2024-05-15 16:00:00,2024-05
USD/JPY,BUY,157.046,153.601,161.5245,2280.82,2.0,0.29,be,157.046,2024-05-24 16:00:00,0.0,114040.86,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,neutral,h4_immediate,2248,2024-05-24 16:00:00,2024-05
USD/JPY,BUY,156.807,153.601,160.013,2280.82,2.0,0.31,be,156.807,2024-05-27 16:00:00,0.0,114040.86,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,range,h4_immediate,2255,2024-05-27 16:00:00,2024-05
USD/JPY,BUY,157.243,155.245,159.241,2280.82,2.0,0.5,be,157.243,2024-05-29 08:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2265,2024-05-29 08:00:00,2024-05
USD/JPY,BUY,157.585,155.492,159.678,2280.82,2.0,0.48,be,157.585,2024-05-30 00:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2269,2024-05-30 00:00:00,2024-05
USD/JPY,BUY,157.232,156.37,158.094,2280.82,2.0,1.16,be,157.232,2024-06-02 20:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2281,2024-06-02 20:00:00,2024-06
USD/JPY,BUY,157.169,156.37,157.968,2280.82,2.0,1.25,be,157.169,2024-06-03 00:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2282,2024-06-03 00:00:00,2024-06
USD/JPY,BUY,156.726,155.84,157.612,2280.82,2.0,1.13,be,156.726,2024-06-03 12:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2285,2024-06-03 12:00:00,2024-06
USD/JPY,BUY,157.06,156.37,157.75,2280.82,2.0,1.45,be,157.06,2024-06-03 12:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,2285,2024-06-03 12:00:00,2024-06
USD/JPY,BUY,160.402,157.518,164.1512,2280.82,2.0,0.35,be,160.402,2024-06-27 08:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,2395,2024-06-27 08:00:00,2024-06
USD/JPY,BUY,160.49,157.518,164.3536,2280.82,2.0,0.34,be,160.49,2024-06-27 12:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,2396,2024-06-27 12:00:00,2024-06
USD/JPY,BUY,160.522,157.518,164.4272,2280.82,2.0,0.33,be,160.522,2024-06-28 12:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,2402,2024-06-28 12:00:00,2024-06
USD/JPY,BUY,160.471,157.604,164.1981,2280.82,2.0,0.35,be,160.471,2024-06-28 16:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,neutral,h4_immediate,2403,2024-06-28 16:00:00,2024-06
USD/JPY,BUY,160.8,157.604,164.9548,2280.82,2.0,0.31,be,160.8,2024-07-03 16:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,neutral,h4_immediate,2422,2024-07-03 16:00:00,2024-07
USD/JPY,BUY,161.5,158.745,162.07015,2280.82,2.0,0.36,be,161.5,2024-07-03 20:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2423,2024-07-03 20:00:00,2024-07
USD/JPY,BUY,161.575,158.745,162.12514,2280.82,2.0,0.35,be,161.575,2024-07-04 00:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2424,2024-07-04 00:00:00,2024-07
USD/JPY,BUY,161.371,158.745,161.95532,2280.82,2.0,0.38,be,161.371,2024-07-04 04:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2425,2024-07-04 04:00:00,2024-07
USD/JPY,BUY,161.483,158.745,162.04132,2280.82,2.0,0.37,be,161.483,2024-07-11 08:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2457,2024-07-11 08:00:00,2024-07
USD/JPY,BUY,159.784,157.158,163.1978,2280.82,2.0,0.38,be,159.784,2024-07-11 12:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,2458,2024-07-11 12:00:00,2024-07
USD/JPY,SELL,147.325,150.893,146.40452,2280.82,2.0,0.28,be,147.325,2024-08-13 08:00:00,0.0,114040.86,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2600,2024-08-13 08:00:00,2024-08
USD/JPY,SELL,149.08,150.24028,147.91972,2280.82,2.0,0.86,be,149.08,2024-08-15 16:00:00,0.0,114040.86,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2614,2024-08-15 16:00:00,2024-08
USD/JPY,SELL,148.923,149.396,148.00684,2280.82,2.0,2.12,win,148.00684,2024-08-16 12:00:00,4417.74,118458.6,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2619,2024-08-16 12:00:00,2024-08
USD/JPY,SELL,147.685,149.396,146.88897,2369.17,2.0,0.61,win,146.88897,2024-08-19 04:00:00,1102.24,119560.84,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2624,2024-08-19 04:00:00,2024-08
USD/JPY,SELL,146.542,149.396,145.40092,2391.22,2.0,0.37,be,146.542,2024-08-19 20:00:00,0.0,119560.84,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2628,2024-08-19 20:00:00,2024-08
USD/JPY,BUY,150.663,148.252,151.26711,2391.22,2.0,0.44,be,150.663,2024-10-22 12:00:00,0.0,119560.84,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2911,2024-10-22 12:00:00,2024-10
USD/JPY,BUY,153.384,149.366,154.24502,2391.22,2.0,0.26,be,153.384,2024-10-29 20:00:00,0.0,119560.84,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,2944,2024-10-29 20:00:00,2024-10
USD/JPY,BUY,152.897,149.088,153.6268,2391.22,2.0,0.28,win,153.6268,2024-10-31 00:00:00,458.16,120019.0,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2951,2024-10-31 00:00:00,2024-10
USD/JPY,BUY,153.303,149.088,153.99079,2391.22,2.0,0.25,be,153.303,2024-10-31 00:00:00,0.0,120019.0,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,2951,2024-10-31 00:00:00,2024-10
USD/JPY,BUY,152.587,150.607,153.47209,2400.38,2.0,0.53,be,152.587,2024-10-31 16:00:00,0.0,120019.0,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2955,2024-10-31 16:00:00,2024-10
USD/JPY,BUY,152.398,150.607,153.22653,2400.38,2.0,0.59,be,152.398,2024-11-04 00:00:00,0.0,120019.0,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2964,2024-11-04 00:00:00,2024-11
USD/JPY,BUY,151.823,151.453,152.67205,2400.38,2.0,2.85,be,151.823,2024-11-05 12:00:00,0.0,120019.0,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2973,2024-11-05 12:00:00,2024-11
USD/JPY,BUY,154.051,151.536,155.24562,2400.38,2.0,0.42,be,154.051,2024-11-07 08:00:00,0.0,120019.0,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2984,2024-11-07 08:00:00,2024-11
USD/JPY,BUY,152.941,151.286,153.94793,2400.38,2.0,0.64,win,153.94793,2024-11-11 12:00:00,1460.44,121479.43,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,2998,2024-11-11 12:00:00,2024-11
USD/JPY,BUY,154.512,152.142,155.44781,2429.59,2.0,0.45,win,155.44781,2024-11-20 04:00:00,959.34,122438.77,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,3039,2024-11-20 04:00:00,2024-11
USD/JPY,BUY,153.843,149.692,154.49625,2448.78,2.0,0.26,win,154.49625,2024-12-18 20:00:00,385.37,122824.14,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,3167,2024-12-18 20:00:00,2024-12
USD/JPY,BUY,156.954,153.325,157.99838,2456.48,2.0,0.3,be,156.954,2024-12-20 08:00:00,0.0,122824.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3176,2024-12-20 08:00:00,2024-12
USD/JPY,BUY,156.437,153.325,157.38839,2456.48,2.0,0.35,win,157.38839,2024-12-24 00:00:00,750.99,123575.13,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3187,2024-12-24 00:00:00,2024-12
USD/JPY,BUY,157.279,153.325,157.79095,2471.5,2.0,0.27,be,157.279,2024-12-24 16:00:00,0.0,123575.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3191,2024-12-24 16:00:00,2024-12
USD/JPY,BUY,157.423,153.325,157.86632,2471.5,2.0,0.26,be,157.423,2024-12-26 08:00:00,0.0,123575.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3196,2024-12-26 08:00:00,2024-12
USD/JPY,BUY,157.893,153.161,158.29523,2471.5,2.0,0.23,be,157.893,2024-12-27 00:00:00,0.0,123575.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3200,2024-12-27 00:00:00,2024-12
USD/JPY,BUY,157.816,153.161,158.2393,2471.5,2.0,0.23,be,157.816,2024-12-30 12:00:00,0.0,123575.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3210,2024-12-30 12:00:00,2024-12
USD/JPY,BUY,156.393,155.955,157.02377,2471.5,2.0,2.48,win,157.02377,2024-12-31 12:00:00,3559.25,127134.38,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3216,2024-12-31 12:00:00,2024-12
USD/JPY,BUY,157.276,155.955,157.93003,2542.69,2.0,0.85,be,157.276,2025-01-02 00:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3220,2025-01-02 00:00:00,2025-01
USD/JPY,BUY,157.025,155.955,157.81718,2542.69,2.0,1.04,be,157.025,2025-01-02 16:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3224,2025-01-02 16:00:00,2025-01
USD/JPY,BUY,157.174,156.021,157.9262,2542.69,2.0,0.97,be,157.174,2025-01-03 08:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3228,2025-01-03 08:00:00,2025-01
USD/JPY,BUY,157.279,156.021,157.97053,2542.69,2.0,0.89,be,157.279,2025-01-05 20:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3232,2025-01-05 20:00:00,2025-01
USD/JPY,BUY,157.905,156.021,158.50002,2542.69,2.0,0.59,be,157.905,2025-01-06 20:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3238,2025-01-06 20:00:00,2025-01
USD/JPY,BUY,157.748,156.021,158.55831,2542.69,2.0,0.65,be,157.748,2025-01-07 12:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3242,2025-01-07 12:00:00,2025-01
USD/JPY,BUY,158.105,156.021,158.85891,2542.69,2.0,0.54,be,158.105,2025-01-08 04:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3246,2025-01-08 04:00:00,2025-01
USD/JPY,BUY,158.478,156.021,159.12964,2542.69,2.0,0.45,be,158.478,2025-01-08 20:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3250,2025-01-08 20:00:00,2025-01
USD/JPY,SELL,143.536,147.437,141.77488,2542.69,2.0,0.29,be,143.536,2025-04-11 16:00:00,0.0,127134.38,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3664,2025-04-11 16:00:00,2025-04
USD/JPY,SELL,142.679,147.437,140.86119,2542.69,2.0,0.23,be,142.679,2025-04-14 16:00:00,0.0,127134.38,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3671,2025-04-14 16:00:00,2025-04
USD/JPY,SELL,143.075,147.437,141.73878,2542.69,2.0,0.26,be,143.075,2025-04-15 20:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3678,2025-04-15 20:00:00,2025-04
USD/JPY,SELL,142.835,147.437,141.74871,2542.69,2.0,0.24,be,142.835,2025-04-16 16:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3683,2025-04-16 16:00:00,2025-04
USD/JPY,SELL,142.74,147.669,141.64674,2542.69,2.0,0.23,be,142.74,2025-04-17 08:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3687,2025-04-17 08:00:00,2025-04
USD/JPY,SELL,142.457,147.669,141.47568,2542.69,2.0,0.21,be,142.457,2025-04-18 00:00:00,0.0,127134.38,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3691,2025-04-18 00:00:00,2025-04
USD/JPY,SELL,142.348,148.279,141.70476,2542.69,2.0,0.19,win,141.70476,2025-04-20 20:00:00,275.77,127410.14,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3697,2025-04-20 20:00:00,2025-04
USD/JPY,SELL,140.658,144.082,139.94007,2548.2,2.0,0.33,be,140.658,2025-04-21 16:00:00,0.0,127410.14,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,3702,2025-04-21 16:00:00,2025-04
USD/JPY,SELL,139.926,143.088,139.11867,2548.2,2.0,0.35,be,139.926,2025-04-22 16:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3708,2025-04-22 16:00:00,2025-04
USD/JPY,SELL,142.076,144.206,140.88997,2548.2,2.0,0.53,be,142.076,2025-04-23 16:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3714,2025-04-23 16:00:00,2025-04
USD/JPY,SELL,142.783,144.082,141.69202,2548.2,2.0,0.86,be,142.783,2025-04-25 00:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,3722,2025-04-25 00:00:00,2025-04
USD/JPY,SELL,143.373,148.278,136.9965,1274.1,1.0,0.11,be,143.373,2025-05-22 16:00:00,0.0,127410.14,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,neutral,h4_immediate,3844,2025-05-22 16:00:00,2025-05
USD/JPY,SELL,142.837,146.102,138.5925,2548.2,2.0,0.34,be,142.837,2025-05-26 16:00:00,0.0,127410.14,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,neutral,h4_immediate,3857,2025-05-26 16:00:00,2025-05
USD/JPY,SELL,142.772,146.102,138.443,2548.2,2.0,0.34,be,142.772,2025-05-26 20:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3858,2025-05-26 20:00:00,2025-05
USD/JPY,SELL,143.427,148.278,137.1207,2548.2,2.0,0.23,be,143.427,2025-05-27 04:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,neutral,h4_immediate,3860,2025-05-27 04:00:00,2025-05
USD/JPY,SELL,142.759,146.102,138.4131,2548.2,2.0,0.33,be,142.759,2025-05-27 08:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3861,2025-05-27 08:00:00,2025-05
USD/JPY,SELL,144.272,146.102,141.893,2548.2,2.0,0.61,be,144.272,2025-05-28 08:00:00,0.0,127410.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3867,2025-05-28 08:00:00,2025-05
USD/JPY,SELL,144.806,145.513,143.8869,2548.2,2.0,1.58,loss,145.513,2025-05-29 00:00:00,-2548.2,124861.94,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3871,2025-05-29 00:00:00,2025-05
USD/JPY,SELL,144.045,146.289,141.1278,1248.62,1.0,0.24,be,144.045,2025-05-30 12:00:00,0.0,124861.94,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,3880,2025-05-30 12:00:00,2025-05
USD/JPY,SELL,144.366,146.289,141.8661,2497.24,2.0,0.57,be,144.366,2025-05-30 16:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3881,2025-05-30 16:00:00,2025-05
USD/JPY,SELL,144.015,146.289,141.0588,1248.62,1.0,0.24,be,144.015,2025-05-30 16:00:00,0.0,124861.94,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,neutral,h4_immediate,3881,2025-05-30 16:00:00,2025-05
USD/JPY,SELL,143.464,146.289,139.7915,2497.24,2.0,0.39,be,143.464,2025-06-03 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,3893,2025-06-03 12:00:00,2025-06
USD/JPY,SELL,142.859,146.289,139.429,2497.24,2.0,0.32,be,142.859,2025-06-03 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,3893,2025-06-03 12:00:00,2025-06
USD/JPY,SELL,144.462,145.093,143.831,1248.62,1.0,0.87,be,144.462,2025-06-09 20:00:00,0.0,124861.94,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,3920,2025-06-09 20:00:00,2025-06
USD/JPY,SELL,144.91,146.289,143.531,1248.62,1.0,0.4,be,144.91,2025-06-10 00:00:00,0.0,124861.94,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,3921,2025-06-10 00:00:00,2025-06
USD/JPY,SELL,144.558,145.093,144.023,1248.62,1.0,1.02,be,144.558,2025-06-10 00:00:00,0.0,124861.94,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,3921,2025-06-10 00:00:00,2025-06
USD/JPY,SELL,143.395,148.03,138.76,1248.62,1.0,0.12,be,143.395,2025-07-02 00:00:00,0.0,124861.94,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,range,h4_immediate,4020,2025-07-02 00:00:00,2025-07
USD/JPY,SELL,143.998,148.03,139.966,2497.24,2.0,0.27,be,143.998,2025-07-03 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4029,2025-07-03 12:00:00,2025-07
USD/JPY,SELL,143.857,145.951,141.763,2497.24,2.0,0.52,be,143.857,2025-07-03 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4029,2025-07-03 12:00:00,2025-07
USD/JPY,SELL,144.47,145.951,142.989,2497.24,2.0,0.74,be,144.47,2025-07-04 20:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4037,2025-07-04 20:00:00,2025-07
USD/JPY,SELL,144.518,145.951,143.085,2497.24,2.0,0.77,be,144.518,2025-07-06 20:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4038,2025-07-06 20:00:00,2025-07
USD/JPY,SELL,144.761,145.951,143.571,2497.24,2.0,0.92,be,144.761,2025-07-07 04:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4040,2025-07-07 04:00:00,2025-07
USD/JPY,SELL,144.496,145.951,143.041,2497.24,2.0,0.75,be,144.496,2025-07-07 08:00:00,0.0,124861.94,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,range,h4_immediate,4041,2025-07-07 08:00:00,2025-07
USD/JPY,BUY,147.706,144.224,152.2326,2497.24,2.0,0.31,be,147.706,2025-07-15 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,neutral,h4_immediate,4079,2025-07-15 12:00:00,2025-07
USD/JPY,BUY,148.826,145.755,152.8183,2497.24,2.0,0.36,be,148.826,2025-07-16 12:00:00,0.0,124861.94,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,neutral,h4_immediate,4085,2025-07-16 12:00:00,2025-07
USD/JPY,BUY,148.344,145.755,151.7097,2497.24,2.0,0.42,be,148.344,2025-07-18 00:00:00,0.0,124861.94,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,neutral,h4_immediate,4094,2025-07-18 00:00:00,2025-07
USD/JPY,BUY,149.829,146.214,153.444,2497.24,2.0,0.3,be,149.829,2025-09-26 08:00:00,0.0,124861.94,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,range,h4_immediate,4406,2025-09-26 08:00:00,2025-09
USD/JPY,BUY,149.512,145.485,153.539,2497.24,2.0,0.27,be,149.512,2025-09-28 20:00:00,0.0,124861.94,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,range,h4_immediate,4410,2025-09-28 20:00:00,2025-09
USD/JPY,BUY,148.602,145.485,151.719,2497.24,2.0,0.35,be,148.602,2025-09-30 08:00:00,0.0,124861.94,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,range,h4_immediate,4419,2025-09-30 08:00:00,2025-09
USD/JPY,BUY,147.869,147.463,148.275,2497.24,2.0,2.7,loss,147.463,2025-10-01 04:00:00,-2497.24,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,range,h4_immediate,4424,2025-10-01 04:00:00,2025-10
USD/JPY,BUY,152.46,147.095,153.13126,2447.29,2.0,0.2,be,152.46,2025-10-14 08:00:00,0.0,122364.7,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,4481,2025-10-14 08:00:00,2025-10
USD/JPY,BUY,151.752,147.077,152.41261,2447.29,2.0,0.23,be,151.752,2025-10-22 00:00:00,0.0,122364.7,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,4516,2025-10-22 00:00:00,2025-10
USD/JPY,BUY,151.886,149.379,155.1451,2447.29,2.0,0.43,be,151.886,2025-10-22 00:00:00,0.0,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,4516,2025-10-22 00:00:00,2025-10
USD/JPY,BUY,151.971,149.379,155.3406,2447.29,2.0,0.41,be,151.971,2025-10-22 20:00:00,0.0,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,4521,2025-10-22 20:00:00,2025-10
USD/JPY,BUY,152.811,149.379,157.2726,2447.29,2.0,0.31,be,152.811,2025-10-24 20:00:00,0.0,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,4533,2025-10-24 20:00:00,2025-10
USD/JPY,BUY,152.881,149.379,157.4336,2447.29,2.0,0.31,be,152.881,2025-10-26 20:00:00,0.0,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,4534,2025-10-26 20:00:00,2025-10
USD/JPY,BUY,152.573,149.379,156.7252,2447.29,2.0,0.34,be,152.573,2025-10-27 12:00:00,0.0,122364.7,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,neutral,h4_immediate,4538,2025-10-27 12:00:00,2025-10
