pair,direction,entry,sl,tp,risk_amt,risk_pct,volume,result,exit_price,exit_time,pnl,balance,reason,score,regime,trigger,_bar_idx,exit_time_dt,month
USD/JPY,BUY,152.458,149.379,153.05035,2447.29,2.0,0.35,be,152.458,2025-10-29 12:00:00,0.0,122364.7,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,trend,h4_immediate,4550,2025-10-29 12:00:00,2025-10
USD/JPY,BUY,152.34,150.274,153.19835,2447.29,2.0,0.52,win,153.19835,2025-10-30 04:00:00,1016.76,123381.46,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,4554,2025-10-30 04:00:00,2025-10
USD/JPY,BUY,154.083,151.506,155.00661,2467.63,2.0,0.42,be,154.083,2025-10-30 20:00:00,0.0,123381.46,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,trend,h4_immediate,4558,2025-10-30 20:00:00,2025-10
USD/JPY,BUY,154.134,151.506,154.88723,2467.63,2.0,0.41,be,154.134,2025-10-31 16:00:00,0.0,123381.46,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4563,2025-10-31 16:00:00,2025-10
USD/JPY,BUY,154.22,151.54,154.65086,2467.63,2.0,0.4,be,154.22,2025-11-04 00:00:00,0.0,123381.46,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4572,2025-11-04 00:00:00,2025-11
USD/JPY,BUY,154.087,151.506,154.61436,2467.63,2.0,0.42,be,154.087,2025-11-04 04:00:00,0.0,123381.46,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4573,2025-11-04 04:00:00,2025-11
USD/JPY,BUY,154.109,151.54,154.55857,2467.63,2.0,0.42,be,154.109,2025-11-04 04:00:00,0.0,123381.46,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4573,2025-11-04 04:00:00,2025-11
USD/JPY,BUY,153.566,151.54,154.09063,2467.63,2.0,0.53,win,154.09063,2025-11-05 16:00:00,638.99,124020.45,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4582,2025-11-05 16:00:00,2025-11
USD/JPY,BUY,153.986,151.54,154.50112,2480.41,2.0,0.45,be,153.986,2025-11-06 08:00:00,0.0,124020.45,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4586,2025-11-06 08:00:00,2025-11
USD/JPY,BUY,153.071,151.54,153.61066,2480.41,2.0,0.71,be,153.071,2025-11-07 16:00:00,0.0,124020.45,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4594,2025-11-07 16:00:00,2025-11
USD/JPY,BUY,153.895,151.866,154.48698,2480.41,2.0,0.54,win,154.48698,2025-11-11 00:00:00,723.68,124744.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4603,2025-11-11 00:00:00,2025-11
USD/JPY,BUY,154.075,152.82,154.56175,2480.41,2.0,0.87,be,154.075,2025-11-11 00:00:00,0.0,124744.14,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4603,2025-11-11 00:00:00,2025-11
USD/JPY,BUY,155.85,153.617,156.54844,2494.88,2.0,0.49,win,156.54844,2025-11-26 12:00:00,780.35,125524.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4674,2025-11-26 12:00:00,2025-11
USD/JPY,BUY,156.122,154.818,156.77549,2510.49,2.0,0.85,be,156.122,2025-11-27 04:00:00,0.0,125524.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4678,2025-11-27 04:00:00,2025-11
USD/JPY,BUY,156.364,154.818,156.88278,2510.49,2.0,0.71,be,156.364,2025-11-28 08:00:00,0.0,125524.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4685,2025-11-28 08:00:00,2025-11
USD/JPY,BUY,156.173,155.215,156.62327,2510.49,2.0,1.15,loss,155.215,2025-12-01 08:00:00,-2510.49,123014.0,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,trend,h4_immediate,4692,2025-12-01 08:00:00,2025-12
USD/JPY,BUY,156.226,154.397,158.055,1230.14,1.0,0.3,be,156.226,2025-12-26 08:00:00,0.0,123014.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,4804,2025-12-26 08:00:00,2025-12
USD/JPY,BUY,156.589,154.397,158.781,1230.14,1.0,0.25,be,156.589,2025-12-28 20:00:00,0.0,123014.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,4808,2025-12-28 20:00:00,2025-12
USD/JPY,BUY,156.331,155.284,157.378,1230.14,1.0,0.52,be,156.331,2025-12-30 08:00:00,0.0,123014.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,4817,2025-12-30 08:00:00,2025-12
USD/JPY,BUY,156.401,155.284,157.518,1230.14,1.0,0.48,be,156.401,2025-12-31 00:00:00,0.0,123014.0,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,range,h4_immediate,4821,2025-12-31 00:00:00,2025-12
