time,pair,direction,entry,sl,tp,risk_pct,volume,risk_amt,result,exit_price,exit_time,bars_held,pnl,balance,reason,score,_bar_idx
2010-04-02 12:00:00,USD/JPY,BUY,93.64,92.844,94.155516,2.0,0.11,198.54,be,93.64,2010-04-02 12:00:00,8,0.0,9927.13,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,400
2010-04-06 16:00:00,USD/JPY,BUY,94.555,93.669,95.017098,2.0,0.1,198.54,loss,93.669,2010-04-06 16:00:00,11,-198.54,9728.59,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,414
2010-04-07 12:00:00,USD/JPY,BUY,93.962,93.669,94.458456,2.0,0.29,194.57,loss,93.669,2010-04-07 12:00:00,2,-194.57,9534.02,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,419
2010-04-08 08:00:00,USD/JPY,BUY,93.279,92.844,93.775549,2.0,0.19,190.68,loss,92.844,2010-04-08 08:00:00,2,-190.68,9343.34,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,424
2010-04-09 12:00:00,USD/JPY,BUY,93.418,93.145,93.903837,2.0,0.3,186.87,be,93.418,2010-04-09 12:00:00,4,0.0,9343.34,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,431
2010-04-09 16:00:00,USD/JPY,BUY,93.681,93.278,94.136366,2.0,0.2,186.87,loss,93.278,2010-04-09 16:00:00,2,-186.87,9156.47,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,432
2010-04-12 08:00:00,USD/JPY,BUY,93.168,92.844,93.580247,2.0,0.25,183.13,win,93.580247,2010-04-12 08:00:00,2,233.01,9389.48,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,437
2010-04-13 00:00:00,USD/JPY,BUY,93.167,92.827,93.55016,2.0,0.24,187.79,loss,92.827,2010-04-13 00:00:00,1,-187.79,9201.69,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,441
2010-04-14 12:00:00,USD/JPY,BUY,93.123,92.827,93.694619,2.0,0.27,184.03,win,93.694619,2010-04-14 12:00:00,6,355.39,9557.08,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,450
2010-04-28 08:00:00,USD/JPY,BUY,93.112,92.738,93.5982,2.0,0.22,191.14,win,93.5982,2010-04-28 08:00:00,4,248.48,9805.56,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,511
2010-05-06 16:00:00,USD/JPY,BUY,93.986,92.969,95.3081,2.0,0.08,196.11,loss,92.969,2010-05-06 16:00:00,36,-196.11,9609.45,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,550
2010-06-01 08:00:00,USD/JPY,SELL,91.097,91.4,90.543813,2.0,0.28,192.19,be,91.097,2010-06-01 08:00:00,2,0.0,9609.45,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,660
2010-06-02 00:00:00,USD/JPY,SELL,91.116,91.445,90.52989,2.0,0.26,192.19,loss,91.445,2010-06-02 00:00:00,1,-192.19,9417.26,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,664
2010-07-01 00:00:00,USD/JPY,SELL,88.628,89.453,88.162633,2.0,0.1,188.35,win,88.162633,2010-07-01 00:00:00,7,106.24,9523.51,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,794
2010-07-12 00:00:00,USD/JPY,SELL,87.057,88.76,86.388906,2.0,0.05,190.47,loss,88.76,2010-07-12 00:00:00,41,-190.47,9333.04,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,838
2010-07-13 12:00:00,USD/JPY,SELL,88.525,89.145,88.084433,2.0,0.13,186.66,win,88.084433,2010-07-13 12:00:00,6,132.64,9465.68,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,847
2010-08-24 08:00:00,USD/JPY,SELL,85.041,85.667,84.697317,2.0,0.13,189.31,win,84.697317,2010-08-24 08:00:00,2,103.93,9569.61,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,1031
2010-08-29 20:00:00,USD/JPY,SELL,84.188,85.667,83.61052,2.0,0.06,191.39,loss,85.667,2010-08-29 20:00:00,19,-191.39,9378.22,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y,3,1053
2010-10-07 08:00:00,USD/JPY,SELL,82.926,83.631,82.553898,2.0,0.12,187.56,win,82.553898,2010-10-07 08:00:00,2,98.99,9477.21,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1229
2010-10-08 12:00:00,USD/JPY,SELL,82.372,83.631,81.96738,2.0,0.07,189.54,win,81.96738,2010-10-08 12:00:00,4,60.91,9538.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1236
2010-10-14 00:00:00,USD/JPY,SELL,81.83,82.556,81.338984,2.0,0.12,190.76,win,81.338984,2010-10-14 00:00:00,19,129.02,9667.15,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1258
2010-10-15 12:00:00,USD/JPY,SELL,81.367,81.95,80.916693,2.0,0.15,193.34,win,80.916693,2010-10-15 12:00:00,6,149.34,9816.48,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,1267
2010-10-19 12:00:00,USD/JPY,SELL,81.375,81.664,81.006655,2.0,0.3,196.33,loss,81.664,2010-10-19 12:00:00,10,-196.33,9620.15,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y,4,1280
2010-10-20 12:00:00,USD/JPY,SELL,81.417,81.664,81.008286,2.0,0.34,192.4,win,81.008286,2010-10-20 12:00:00,3,318.37,9938.52,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1286
2010-10-21 04:00:00,USD/JPY,SELL,81.3,81.664,80.788576,2.0,0.24,198.77,be,81.3,2010-10-21 04:00:00,1,0.0,9938.52,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1290
2010-10-25 04:00:00,USD/JPY,SELL,81.266,81.664,80.805183,2.0,0.22,198.77,win,80.805183,2010-10-25 04:00:00,10,230.14,10168.66,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1303
2010-10-26 12:00:00,USD/JPY,SELL,80.858,81.361,80.458022,2.0,0.18,203.37,loss,81.361,2010-10-26 12:00:00,5,-203.37,9965.29,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1311
2010-10-27 08:00:00,USD/JPY,SELL,81.632,81.913,81.188182,2.0,0.31,199.31,loss,81.913,2010-10-27 08:00:00,2,-199.31,9765.98,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1316
2010-10-28 04:00:00,USD/JPY,SELL,81.668,81.913,81.232687,2.0,0.35,195.32,be,81.668,2010-10-28 04:00:00,2,0.0,9765.98,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y,3,1321
2010-12-28 08:00:00,USD/JPY,SELL,82.42,82.949,82.168428,1.0,0.08,97.66,be,82.42,2010-12-28 08:00:00,1,0.0,9765.98,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1589
