pair,direction,entry,sl,tp,risk_amt,risk_pct,volume,result,exit_price,exit_time,pnl,balance,reason,score,regime,trigger,_bar_idx,exit_time_dt,month
USD/JPY,BUY,152.46,147.095,153.13126,2832.42,2.0,0.23,be,152.46,2025-10-14 08:00:00,0.0,141620.75,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y | H1 trig,4,trend,h1_fractal,4481,2025-10-14 08:00:00,2025-10
USD/JPY,BUY,151.689,147.077,152.41261,2832.42,2.0,0.27,be,151.689,2025-10-15 20:00:00,0.0,141620.75,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y | H1 trig,4,trend,h1_fractal,4490,2025-10-15 20:00:00,2025-10
USD/JPY,BUY,151.244,150.511,152.00574,2832.42,2.0,1.59,be,151.244,2025-10-16 20:00:00,0.0,141620.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4496,2025-10-16 20:00:00,2025-10
USD/JPY,BUY,151.244,150.511,151.79036,2832.42,2.0,2.11,be,151.244,2025-10-16 20:00:00,0.0,141620.75,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4496,2025-10-16 20:00:00,2025-10
USD/JPY,BUY,149.702,148.9111,150.66577,2832.42,2.0,1.63,win,150.66577,2025-10-20 00:00:00,3451.49,145072.24,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4504,2025-10-20 00:00:00,2025-10
USD/JPY,BUY,151.918,149.379,155.1451,2901.44,2.0,0.51,be,151.918,2025-10-22 04:00:00,0.0,145072.24,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4517,2025-10-22 04:00:00,2025-10
USD/JPY,BUY,151.798,149.379,155.0899,2901.44,2.0,0.51,be,151.798,2025-10-22 20:00:00,0.0,145072.24,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4521,2025-10-22 20:00:00,2025-10
USD/JPY,BUY,150.704,149.379,152.576,2901.44,2.0,0.92,win,152.576,2025-10-23 04:00:00,4099.25,149171.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4523,2025-10-23 04:00:00,2025-10
USD/JPY,BUY,152.688,149.379,156.9897,2983.43,2.0,0.4,be,152.688,2025-10-27 00:00:00,0.0,149171.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4535,2025-10-27 00:00:00,2025-10
USD/JPY,BUY,153.087,149.379,153.61599,2983.43,2.0,0.36,be,153.087,2025-10-27 20:00:00,0.0,149171.49,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4540,2025-10-27 20:00:00,2025-10
USD/JPY,BUY,151.983,149.379,155.1819,2901.44,2.0,0.51,be,151.983,2025-10-28 04:00:00,0.0,149171.49,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,neutral,h1_fractal,4542,2025-10-28 04:00:00,2025-10
USD/JPY,BUY,151.916,149.379,153.31104,2983.43,2.0,0.39,be,151.916,2025-10-29 12:00:00,0.0,149171.49,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4550,2025-10-29 12:00:00,2025-10
USD/JPY,BUY,151.916,149.379,153.05035,2983.43,2.0,0.43,be,151.916,2025-10-29 12:00:00,0.0,149171.49,Полный сетап (3/4): D1=N | H4=Y | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4550,2025-10-29 12:00:00,2025-10
USD/JPY,BUY,152.636,150.274,153.19835,2983.43,2.0,0.63,win,153.19835,2025-10-30 08:00:00,710.3,149881.79,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y | H1 trig,4,trend,h1_fractal,4555,2025-10-30 08:00:00,2025-10
USD/JPY,BUY,154.113,151.506,154.94242,2997.64,2.0,0.5,be,154.113,2025-10-31 04:00:00,0.0,149881.79,Полный сетап (4/4): D1=Y | H4=Y | COT=Y | Trend=Y | H1 trig,4,trend,h1_fractal,4560,2025-10-31 04:00:00,2025-10
USD/JPY,BUY,154.117,151.506,154.76946,2997.64,2.0,0.51,be,154.117,2025-11-02 20:00:00,0.0,149881.79,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4565,2025-11-02 20:00:00,2025-11
USD/JPY,BUY,154.168,151.54,154.65932,2997.64,2.0,0.5,be,154.168,2025-11-03 20:00:00,0.0,149881.79,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4571,2025-11-03 20:00:00,2025-11
USD/JPY,BUY,153.573,151.54,154.11985,2997.64,2.0,0.65,be,153.573,2025-11-04 16:00:00,0.0,149881.79,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4576,2025-11-04 16:00:00,2025-11
USD/JPY,BUY,153.485,151.54,154.2534,2997.64,2.0,0.62,win,154.2534,2025-11-05 16:00:00,1184.26,151066.05,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4582,2025-11-05 16:00:00,2025-11
USD/JPY,BUY,153.956,151.54,154.50112,3021.32,2.0,0.54,be,153.956,2025-11-10 20:00:00,0.0,151066.05,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4602,2025-11-10 20:00:00,2025-11
USD/JPY,BUY,156.255,153.617,156.54844,3021.32,2.0,0.59,win,156.54844,2025-11-26 12:00:00,336.08,151402.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4674,2025-11-26 12:00:00,2025-11
USD/JPY,BUY,156.041,154.818,156.77549,3028.04,2.0,1.02,be,156.041,2025-11-28 12:00:00,0.0,151402.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4686,2025-11-28 12:00:00,2025-11
USD/JPY,BUY,156.357,155.215,156.73605,3028.04,2.0,1.26,be,156.357,2025-11-28 16:00:00,0.0,151402.13,Полный сетап (3/4): D1=Y | H4=N | COT=Y | Trend=Y | H1 trig,3,trend,h1_fractal,4687,2025-11-28 16:00:00,2025-11
USD/JPY,BUY,156.226,154.397,158.055,1514.02,1.0,0.36,be,156.226,2025-12-26 08:00:00,0.0,151402.13,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=? | H1 trig,2,range,h1_fractal,4804,2025-12-26 08:00:00,2025-12
USD/JPY,BUY,156.497,154.397,158.781,1514.02,1.0,0.3,be,156.497,2025-12-29 00:00:00,0.0,151402.13,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=? | H1 trig,2,range,h1_fractal,4809,2025-12-29 00:00:00,2025-12
USD/JPY,BUY,156.147,155.284,157.01,1514.02,1.0,0.77,be,156.147,2025-12-30 08:00:00,0.0,151402.13,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=? | H1 trig,2,range,h1_fractal,4817,2025-12-30 08:00:00,2025-12
USD/JPY,BUY,156.466,155.284,157.518,1514.02,1.0,0.6,open,156.466,2025-12-31 00:00:00,0.0,151402.13,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=? | H1 trig,2,range,h1_fractal,4821,2025-12-31 00:00:00,2025-12
