time,pair,direction,entry,sl,tp,risk_pct,volume,risk_amt,result,exit_price,exit_time,bars_held,pnl,balance,reason,score,_bar_idx
2025-04-17 12:00:00,XAU/USD,BUY,3321.69,3213.77,3370.79477,1.0,0.01,101.52,be,3321.69,2025-04-17 12:00:00,1,0.0,10152.41,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,456
2025-04-22 00:00:00,XAU/USD,BUY,3377.69,3284.11,3436.180024,1.0,0.01,101.52,win,3436.180024,2025-04-22 00:00:00,6,63.45,10215.86,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,465
2025-04-22 16:00:00,XAU/USD,BUY,3418.88,3284.11,3494.678828,2.0,0.01,204.32,be,3418.88,2025-04-22 16:00:00,1,0.0,10215.86,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,469
2025-04-24 08:00:00,XAU/USD,BUY,3319.08,3213.77,3414.087517,2.0,0.01,204.32,be,3319.08,2025-04-24 08:00:00,7,0.0,10215.86,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,479
2025-04-25 08:00:00,XAU/USD,BUY,3348.92,3284.11,3427.400917,1.0,0.01,102.16,be,3348.92,2025-04-25 08:00:00,3,0.0,10215.86,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,485
2025-04-28 08:00:00,XAU/USD,BUY,3307.16,3265.16,3379.313273,2.0,0.01,204.32,be,3307.16,2025-04-28 08:00:00,3,0.0,10215.86,Полный сетап (3/4): D1=Y | H4=Y | COT=Y | Trend=?,3,491
2025-04-29 04:00:00,XAU/USD,BUY,3344.31,3306.91,3412.136177,1.0,0.01,102.16,be,3344.31,2025-04-29 04:00:00,2,0.0,10215.86,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,496
2025-04-30 00:00:00,XAU/USD,BUY,3314.42,3284.11,3372.241324,1.0,0.01,102.16,be,3314.42,2025-04-30 00:00:00,2,0.0,10215.86,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,501
2025-04-30 20:00:00,XAU/USD,BUY,3309.3,3284.11,3368.807646,1.0,0.01,102.16,be,3309.3,2025-04-30 20:00:00,2,0.0,10215.86,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,506
2025-05-02 20:00:00,XAU/USD,BUY,3231.48,3202.04,3289.37733,1.0,0.01,102.16,be,3231.48,2025-05-02 20:00:00,1,0.0,10215.86,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,518
2025-05-06 00:00:00,XAU/USD,BUY,3308.62,3268.1,3369.110066,1.0,0.01,102.16,win,3369.110066,2025-05-06 00:00:00,4,152.51,10368.37,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,525
2025-05-07 04:00:00,XAU/USD,BUY,3391.92,3306.91,3451.903736,1.0,0.01,103.68,be,3391.92,2025-05-07 04:00:00,4,0.0,10368.37,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,532
2025-05-07 20:00:00,XAU/USD,BUY,3385.51,3360.23,3447.229734,1.0,0.01,103.68,be,3385.51,2025-05-07 20:00:00,1,0.0,10368.37,Средний сигнал (2/4): D1=Y | H4=N | COT=Y | Trend=?,2,536
2025-05-28 20:00:00,XAU/USD,BUY,3296.84,3279.42,3314.26,1.0,0.02,103.68,be,3296.84,2025-05-28 20:00:00,1,0.0,10368.37,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,626
2025-05-29 12:00:00,XAU/USD,BUY,3282.26,3245.59,3318.93,1.0,0.01,103.68,win,3318.93,2025-05-29 12:00:00,1,103.68,10472.05,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,630
2025-05-30 04:00:00,XAU/USD,BUY,3310.02,3291.81,3328.23,1.0,0.02,104.72,be,3310.02,2025-05-30 04:00:00,1,0.0,10472.05,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,634
2025-07-18 12:00:00,XAU/USD,BUY,3339.16,3320.3,3358.02,1.0,0.02,104.72,win,3358.02,2025-07-18 12:00:00,4,104.72,10576.77,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,845
2025-07-21 04:00:00,XAU/USD,BUY,3356.45,3341.17,3371.73,1.0,0.02,105.77,be,3356.45,2025-07-21 04:00:00,1,0.0,10576.77,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,849
2025-08-13 00:00:00,XAU/USD,BUY,3342.87,3281.79,3403.95,1.0,0.01,105.77,be,3342.87,2025-08-13 00:00:00,7,0.0,10576.77,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,950
2025-08-29 04:00:00,XAU/USD,BUY,3407.24,3384.68,3429.8,1.0,0.01,105.77,be,3407.24,2025-08-29 04:00:00,4,0.0,10576.77,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1023
2025-09-02 00:00:00,XAU/USD,BUY,3443.87,3384.68,3503.06,1.0,0.01,105.77,win,3503.06,2025-09-02 00:00:00,8,105.77,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1034
2025-09-02 00:00:00,XAU/USD,BUY,3476.46,3404.42,3548.5,1.0,0.01,105.77,be,3476.46,2025-09-02 00:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1034
2025-09-02 16:00:00,XAU/USD,BUY,3489.53,3404.42,3574.64,1.0,0.01,106.83,be,3489.53,2025-09-02 16:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1038
2025-09-03 08:00:00,XAU/USD,BUY,3530.08,3470.11,3632.029,1.0,0.01,106.83,be,3530.08,2025-09-03 08:00:00,1,0.0,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1042
2025-09-08 00:00:00,XAU/USD,BUY,3596.46,3511.83,3642.437861,1.0,0.01,106.83,be,3596.46,2025-09-08 00:00:00,2,0.0,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1058
2025-09-10 00:00:00,XAU/USD,BUY,3633.28,3579.66,3674.403146,1.0,0.01,106.83,be,3633.28,2025-09-10 00:00:00,9,0.0,10682.54,Средний сигнал (2/4): D1=N | H4=Y | COT=Y | Trend=?,2,1070
